"","gene"
"1067","ENSG00000183111"
"1068","ENSG00000236699"
"1069","ENSG00000137135"
"1070","ENSG00000136002"
"1071","ENSG00000165801"
"1072","ENSG00000284933"
"1073","ENSG00000129675"
"1074","ENSG00000102606"
"1075","ENSG00000131089"
"1076","ENSG00000117713"
"1077","ENSG00000049618"
"1078","ENSG00000189079"
"1079","ENSG00000116017"
"1080","ENSG00000179361"
"1081","ENSG00000205143"
"1082","ENSG00000032219"
"1083","ENSG00000054267"
"1084","ENSG00000196843"
"1085","ENSG00000150347"
"1086","ENSG00000166233"
"1087","ENSG00000177479"
"1088","ENSG00000221883"
"1089","ENSG00000120805"
"1090","ENSG00000175414"
"1091","ENSG00000152213"
"1092","ENSG00000174225"
"1093","ENSG00000169379"
"1094","ENSG00000179674"
"1095","ENSG00000152219"
"1096","ENSG00000268223"
"1097","ENSG00000185305"
"1098","ENSG00000214087"
"1099","ENSG00000185829"
"1100","ENSG00000276276"
"1101","ENSG00000213465"
"1102","ENSG00000273003"
"1103","ENSG00000102931"
"1104","ENSG00000138175"
"1105","ENSG00000122644"
"1106","ENSG00000122872"
"1107","ENSG00000248780"
"1108","ENSG00000188042"
"1109","ENSG00000175906"
"1110","ENSG00000162980"
"1111","ENSG00000165997"
"1112","ENSG00000141748"
"1113","ENSG00000113966"
"1114","ENSG00000170540"
"1115","ENSG00000182196"
"1116","ENSG00000144746"
"1117","ENSG00000177917"
"1118","ENSG00000143862"
"1119","ENSG00000134108"
"1120","ENSG00000196503"
"1121","ENSG00000104442"
"1122","ENSG00000170632"
"1123","ENSG00000178660"
"1124","ENSG00000157343"
"1125","ENSG00000118690"
"1126","ENSG00000165309"
"1127","ENSG00000140691"
"1128","ENSG00000105676"
"1129","ENSG00000125449"
"1130","ENSG00000114098"
"1131","ENSG00000135931"
"1132","ENSG00000126947"
"1133","ENSG00000184867"
"1134","ENSG00000102401"
"1135","ENSG00000196440"
"1136","ENSG00000125962"
"1137","ENSG00000198960"
"1138","ENSG00000204072"
"1139","ENSG00000146476"
"1140","ENSG00000143437"
"1141","ENSG00000172379"
"1142","ENSG00000241685"
"1143","ENSG00000130429"
"1144","ENSG00000163466"
"1145","ENSG00000111229"
"1146","ENSG00000226284"
"1147","ENSG00000241553"
"1148","ENSG00000250151"
"1149","ENSG00000162704"
"1150","ENSG00000136950"
"1151","ENSG00000242498"
"1152","ENSG00000128989"
"1153","ENSG00000172995"
"1154","ENSG00000120500"
"1155","ENSG00000137486"
"1156","ENSG00000141480"
"1157","ENSG00000197070"
"1158","ENSG00000105643"
"1159","ENSG00000113369"
"1160","ENSG00000140450"
"1161","ENSG00000205784"
"1162","ENSG00000100299"
"1163","ENSG00000113273"
"1164","ENSG00000006756"
"1165","ENSG00000062096"
"1166","ENSG00000141337"
"1167","ENSG00000183876"
"1168","ENSG00000180801"
"1169","ENSG00000164291"
"1170","ENSG00000156219"
"1171","ENSG00000111339"
"1172","ENSG00000167311"
"1173","ENSG00000117407"
"1174","ENSG00000173409"
"1175","ENSG00000099889"
"1176","ENSG00000004848"
"1177","ENSG00000214435"
"1178","ENSG00000104763"
"1179","ENSG00000188611"
"1180","ENSG00000204147"
"1181","ENSG00000153317"
"1182","ENSG00000151693"
"1183","ENSG00000282854"
"1184","ENSG00000065802"
"1185","ENSG00000165192"
"1186","ENSG00000198881"
"1187","ENSG00000196372"
"1188","ENSG00000239388"
"1189","ENSG00000146809"
"1190","ENSG00000161664"
"1191","ENSG00000182177"
"1192","ENSG00000278693"
"1193","ENSG00000115239"
"1194","ENSG00000005981"
"1195","ENSG00000164122"
"1196","ENSG00000148331"
"1197","ENSG00000183475"
"1198","ENSG00000177981"
"1199","ENSG00000102048"
"1200","ENSG00000258527"
"1201","ENSG00000138303"
"1202","ENSG00000100325"
"1203","ENSG00000112249"
"1204","ENSG00000139352"
"1205","ENSG00000183734"
"1206","ENSG00000232237"
"1207","ENSG00000111875"
"1208","ENSG00000288210"
"1209","ENSG00000141505"
"1210","ENSG00000161944"
"1211","ENSG00000116539"
"1212","ENSG00000129691"
"1213","ENSG00000110881"
"1214","ENSG00000108684"
"1215","ENSG00000213199"
"1216","ENSG00000072182"
"1217","ENSG00000101440"
"1218","ENSG00000126522"
"1219","ENSG00000244723"
"1220","ENSG00000292336"
"1221","ENSG00000292339"
"1222","ENSG00000070669"
"1223","ENSG00000138381"
"1224","ENSG00000248498"
"1225","ENSG00000108381"
"1226","ENSG00000204653"
"1227","ENSG00000166183"
"1228","ENSG00000198363"
"1229","ENSG00000174939"
"1230","ENSG00000128203"
"1231","ENSG00000066279"
"1232","ENSG00000106819"
"1233","ENSG00000244617"
"1234","ENSG00000169696"
"1235","ENSG00000162174"
"1236","ENSG00000130707"
"1237","ENSG00000220517"
"1238","ENSG00000215325"
"1239","ENSG00000237437"
"1240","ENSG00000223922"
"1241","ENSG00000034533"
"1242","ENSG00000188886"
"1243","ENSG00000152092"
"1244","ENSG00000148219"
"1245","ENSG00000171456"
"1246","ENSG00000143970"
"1247","ENSG00000141431"
"1248","ENSG00000154438"
"1249","ENSG00000138138"
"1250","ENSG00000156802"
"1251","ENSG00000119778"
"1252","ENSG00000197785"
"1253","ENSG00000160072"
"1254","ENSG00000215915"
"1255","ENSG00000176208"
"1256","ENSG00000234549"
"1257","ENSG00000167654"
"1258","ENSG00000107669"
"1259","ENSG00000123268"
"1260","ENSG00000115966"
"1261","ENSG00000162772"
"1262","ENSG00000128272"
"1263","ENSG00000228218"
"1264","ENSG00000256167"
"1265","ENSG00000169136"
"1266","ENSG00000118217"
"1267","ENSG00000213676"
"1268","ENSG00000170653"
"1269","ENSG00000171681"
"1270","ENSG00000166669"
"1271","ENSG00000152348"
"1272","ENSG00000123395"
"1273","ENSG00000145782"
"1274","ENSG00000224121"
"1275","ENSG00000175224"
"1276","ENSG00000126775"
"1277","ENSG00000281089"
"1278","ENSG00000168010"
"1279","ENSG00000110046"
"1280","ENSG00000066739"
"1281","ENSG00000144848"
"1282","ENSG00000101844"
"1283","ENSG00000168397"
"1284","ENSG00000125703"
"1285","ENSG00000130734"
"1286","ENSG00000057663"
"1287","ENSG00000197548"
"1288","ENSG00000198925"
"1289","ENSG00000181652"
"1290","ENSG00000138363"
"1291","ENSG00000198513"
"1292","ENSG00000119787"
"1293","ENSG00000184743"
"1294","ENSG00000149311"
"1295","ENSG00000291953"
"1296","ENSG00000111676"
"1297","ENSG00000172238"
"1298","ENSG00000179774"
"1299","ENSG00000168874"
"1300","ENSG00000177556"
"1301","ENSG00000206190"
"1302","ENSG00000118322"
"1303","ENSG00000145246"
"1304","ENSG00000068650"
"1305","ENSG00000058063"
"1306","ENSG00000101974"
"1307","ENSG00000075673"
"1308","ENSG00000105726"
"1309","ENSG00000159363"
"1310","ENSG00000133657"
"1311","ENSG00000127249"
"1312","ENSG00000187527"
"1313","ENSG00000163399"
"1314","ENSG00000018625"
"1315","ENSG00000105409"
"1316","ENSG00000132681"
"1317","ENSG00000143153"
"1318","ENSG00000249212"
"1319","ENSG00000129244"
"1320","ENSG00000069849"
"1321","ENSG00000101892"
"1322","ENSG00000262145"
"1323","ENSG00000196296"
"1324","ENSG00000174437"
"1325","ENSG00000074370"
"1326","ENSG00000070961"
"1327","ENSG00000157087"
"1328","ENSG00000067842"
"1329","ENSG00000058668"
"1330","ENSG00000017260"
"1331","ENSG00000064270"
"1332","ENSG00000105675"
"1333","ENSG00000186009"
"1334","ENSG00000071553"
"1335","ENSG00000205464"
"1336","ENSG00000182220"
"1337","ENSG00000033627"
"1338","ENSG00000185344"
"1339","ENSG00000105929"
"1340","ENSG00000117410"
"1341","ENSG00000185883"
"1342","ENSG00000230201"
"1343","ENSG00000159720"
"1344","ENSG00000147614"
"1345","ENSG00000113732"
"1346","ENSG00000225364"
"1347","ENSG00000171130"
"1348","ENSG00000114573"
"1349","ENSG00000116039"
"1350","ENSG00000147416"
"1351","ENSG00000155097"
"1352","ENSG00000143882"
"1353","ENSG00000100554"
"1354","ENSG00000131100"
"1355","ENSG00000250565"
"1356","ENSG00000128524"
"1357","ENSG00000136888"
"1358","ENSG00000230474"
"1359","ENSG00000213760"
"1360","ENSG00000254870"
"1361","ENSG00000047249"
"1362","ENSG00000165240"
"1363","ENSG00000123191"
"1364","ENSG00000124406"
"1365","ENSG00000132932"
"1366","ENSG00000229800"
"1367","ENSG00000233963"
"1368","ENSG00000081923"
"1369","ENSG00000143515"
"1370","ENSG00000130270"
"1371","ENSG00000104043"
"1372","ENSG00000179766"
"1373","ENSG00000054793"
"1374","ENSG00000166377"
"1375","ENSG00000123472"
"1376","ENSG00000171953"
"1377","ENSG00000175054"
"1378","ENSG00000138085"
"1379","ENSG00000164053"
"1380","ENSG00000088812"
"1381","ENSG00000107518"
"1382","ENSG00000085224"
"1383","ENSG00000124788"
"1384","ENSG00000130638"
"1385","ENSG00000224470"
"1386","ENSG00000204842"
"1387","ENSG00000168488"
"1388","ENSG00000066427"
"1389","ENSG00000163635"
"1390","ENSG00000146776"
"1391","ENSG00000162650"
"1392","ENSG00000087152"
"1393","ENSG00000253719"
"1394","ENSG00000148090"
"1395","ENSG00000127423"
"1396","ENSG00000115307"
"1397","ENSG00000087586"
"1398","ENSG00000175756"
"1399","ENSG00000178999"
"1400","ENSG00000105146"
"1401","ENSG00000158321"
"1402","ENSG00000169857"
"1403","ENSG00000135407"
"1404","ENSG00000105778"
"1405","ENSG00000101200"
"1406","ENSG00000119986"
"1407","ENSG00000166148"
"1408","ENSG00000198049"
"1409","ENSG00000126895"
"1410","ENSG00000162779"
"1411","ENSG00000103126"
"1412","ENSG00000168646"
"1413","ENSG00000167601"
"1414","ENSG00000160862"
"1415","ENSG00000214313"
"1416","ENSG00000163512"
"1417","ENSG00000155096"
"1418","ENSG00000142920"
"1419","ENSG00000278624"
"1420","ENSG00000273686"
"1421","ENSG00000169255"
"1422","ENSG00000229948"
"1423","ENSG00000282880"
"1424","ENSG00000172318"
"1425","ENSG00000162630"
"1426","ENSG00000235155"
"1427","ENSG00000183778"
"1428","ENSG00000176022"
"1429","ENSG00000109956"
"1430","ENSG00000112309"
"1431","ENSG00000149541"
"1432","ENSG00000187676"
"1433","ENSG00000170340"
"1434","ENSG00000179913"
"1435","ENSG00000176383"
"1436","ENSG00000176597"
"1437","ENSG00000198488"
"1438","ENSG00000156966"
"1439","ENSG00000177191"
"1440","ENSG00000237172"
"1441","ENSG00000277033"
"1442","ENSG00000135454"
"1443","ENSG00000167080"
"1444","ENSG00000139044"
"1445","ENSG00000182272"
"1446","ENSG00000086062"
"1447","ENSG00000117411"
"1448","ENSG00000158850"
"1449","ENSG00000121578"
"1450","ENSG00000158470"
"1451","ENSG00000118276"
"1452","ENSG00000027847"
"1453","ENSG00000174684"
"1454","ENSG00000108641"
"1455","ENSG00000123810"
"1456","ENSG00000164929"
"1457","ENSG00000136881"
"1458","ENSG00000105393"
"1459","ENSG00000186318"
"1460","ENSG00000182240"
"1461","ENSG00000156273"
"1462","ENSG00000112182"
"1463","ENSG00000002330"
"1464","ENSG00000107262"
"1465","ENSG00000112208"
"1466","ENSG00000151929"
"1467","ENSG00000156735"
"1468","ENSG00000166170"
"1469","ENSG00000228760"
"1470","ENSG00000187172"
"1471","ENSG00000291421"
"1472","ENSG00000140320"
"1473","ENSG00000175866"
"1474","ENSG00000006453"
"1475","ENSG00000128298"
"1476","ENSG00000007516"
"1477","ENSG00000030110"
"1478","ENSG00000175730"
"1479","ENSG00000095739"
"1480","ENSG00000175334"
"1481","ENSG00000258531"
"1482","ENSG00000230306"
"1483","ENSG00000237758"
"1484","ENSG00000153064"
"1485","ENSG00000172530"
"1486","ENSG00000163930"
"1487","ENSG00000138376"
"1488","ENSG00000125492"
"1489","ENSG00000143032"
"1490","ENSG00000131668"
"1491","ENSG00000043039"
"1492","ENSG00000176788"
"1493","ENSG00000156127"
"1494","ENSG00000168062"
"1495","ENSG00000123685"
"1496","ENSG00000087088"
"1497","ENSG00000198604"
"1498","ENSG00000009954"
"1499","ENSG00000076108"
"1500","ENSG00000123636"
"1501","ENSG00000105327"
"1502","ENSG00000214413"
"1503","ENSG00000119636"
"1504","ENSG00000129151"
"1505","ENSG00000174483"
"1506","ENSG00000179941"
"1507","ENSG00000181004"
"1508","ENSG00000125124"
"1509","ENSG00000140463"
"1510","ENSG00000163093"
"1511","ENSG00000138686"
"1512","ENSG00000122507"
"1513","ENSG00000114439"
"1514","ENSG00000187244"
"1515","ENSG00000132692"
"1516","ENSG00000283852"
"1517","ENSG00000185825"
"1518","ENSG00000050820"
"1519","ENSG00000137936"
"1520","ENSG00000064787"
"1521","ENSG00000116752"
"1522","ENSG00000234332"
"1523","ENSG00000141376"
"1524","ENSG00000124243"
"1525","ENSG00000060982"
"1526","ENSG00000105552"
"1527","ENSG00000107949"
"1528","ENSG00000186666"
"1529","ENSG00000114200"
"1530","ENSG00000248098"
"1531","ENSG00000083123"
"1532","ENSG00000103507"
"1533","ENSG00000142867"
"1534","ENSG00000119866"
"1535","ENSG00000127152"
"1536","ENSG00000171791"
"1537","ENSG00000140379"
"1538","ENSG00000171552"
"1539","ENSG00000137875"
"1540","ENSG00000153094"
"1541","ENSG00000126453"
"1542","ENSG00000099968"
"1543","ENSG00000281449"
"1544","ENSG00000188761"
"1545","ENSG00000129473"
"1546","ENSG00000258643"
"1547","ENSG00000069399"
"1548","ENSG00000113916"
"1549","ENSG00000161940"
"1550","ENSG00000110987"
"1551","ENSG00000106635"
"1552","ENSG00000099385"
"1553","ENSG00000116128"
"1554","ENSG00000186174"
"1555","ENSG00000029363"
"1556","ENSG00000248966"
"1557","ENSG00000279800"
"1558","ENSG00000135697"
"1559","ENSG00000197580"
"1560","ENSG00000183337"
"1561","ENSG00000085185"
"1562","ENSG00000215580"
"1563","ENSG00000186716"
"1564","ENSG00000169668"
"1565","ENSG00000284128"
"1566","ENSG00000074582"
"1567","ENSG00000161267"
"1568","ENSG00000164039"
"1569","ENSG00000100739"
"1570","ENSG00000168398"
"1571","ENSG00000176697"
"1572","ENSG00000274803"
"1573","ENSG00000166546"
"1574","ENSG00000126581"
"1575","ENSG00000183092"
"1576","ENSG00000177324"
"1577","ENSG00000178409"
"1578","ENSG00000231345"
"1579","ENSG00000278616"
"1580","ENSG00000188848"
"1581","ENSG00000162373"
"1582","ENSG00000151917"
"1583","ENSG00000165626"
"1584","ENSG00000167995"
"1585","ENSG00000039987"
"1586","ENSG00000127325"
"1587","ENSG00000142959"
"1588","ENSG00000105829"
"1589","ENSG00000177951"
"1590","ENSG00000241134"
"1591","ENSG00000133169"
"1592","ENSG00000133134"
"1593","ENSG00000166681"
"1594","ENSG00000102409"
"1595","ENSG00000291824"
"1596","ENSG00000275618"
"1597","ENSG00000125864"
"1598","ENSG00000170819"
"1599","ENSG00000242252"
"1600","ENSG00000182492"
"1601","ENSG00000180535"
"1602","ENSG00000180828"
"1603","ENSG00000134107"
"1604","ENSG00000123095"
"1605","ENSG00000145692"
"1606","ENSG00000132840"
"1607","ENSG00000122870"
"1608","ENSG00000151746"
"1609","ENSG00000185963"
"1610","ENSG00000135127"
"1611","ENSG00000162069"
"1612","ENSG00000015475"
"1613","ENSG00000100290"
"1614","ENSG00000136717"
"1615","ENSG00000110934"
"1616","ENSG00000234568"
"1617","ENSG00000147439"
"1618","ENSG00000110330"
"1619","ENSG00000023445"
"1620","ENSG00000089685"
"1621","ENSG00000115760"
"1622","ENSG00000101197"
"1623","ENSG00000134897"
"1624","ENSG00000270181"
"1625","ENSG00000204960"
"1626","ENSG00000166619"
"1627","ENSG00000259571"
"1628","ENSG00000285369"
"1629","ENSG00000197299"
"1630","ENSG00000108578"
"1631","ENSG00000095585"
"1632","ENSG00000135441"
"1633","ENSG00000196072"
"1634","ENSG00000189114"
"1635","ENSG00000186222"
"1636","ENSG00000188428"
"1637","ENSG00000259040"
"1638","ENSG00000104164"
"1639","ENSG00000106605"
"1640","ENSG00000090013"
"1641","ENSG00000117475"
"1642","ENSG00000258565"
"1643","ENSG00000104081"
"1644","ENSG00000168283"
"1645","ENSG00000168487"
"1646","ENSG00000163217"
"1647","ENSG00000125845"
"1648","ENSG00000138756"
"1649","ENSG00000204113"
"1650","ENSG00000152785"
"1651","ENSG00000125378"
"1652","ENSG00000112175"
"1653","ENSG00000153162"
"1654","ENSG00000101144"
"1655","ENSG00000183682"
"1656","ENSG00000116985"
"1657","ENSG00000164619"
"1658","ENSG00000107779"
"1659","ENSG00000138696"
"1660","ENSG00000204217"
"1661","ENSG00000165733"
"1662","ENSG00000204177"
"1663","ENSG00000237238"
"1664","ENSG00000225883"
"1665","ENSG00000224599"
"1666","ENSG00000231701"
"1667","ENSG00000258780"
"1668","ENSG00000258684"
"1669","ENSG00000228294"
"1670","ENSG00000251079"
"1671","ENSG00000232775"
"1672","ENSG00000240089"
"1673","ENSG00000242338"
"1674","ENSG00000288196"
"1675","ENSG00000260518"
"1676","ENSG00000198312"
"1677","ENSG00000164603"
"1678","ENSG00000102010"
"1679","ENSG00000169594"
"1680","ENSG00000173068"
"1681","ENSG00000113734"
"1682","ENSG00000140299"
"1683","ENSG00000176171"
"1684","ENSG00000104765"
"1685","ENSG00000197358"
"1686","ENSG00000270270"
"1687","ENSG00000271550"
"1688","ENSG00000267641"
"1689","ENSG00000271524"
"1690","ENSG00000269040"
"1691","ENSG00000268322"
"1692","ENSG00000268705"
"1693","ENSG00000268438"
"1694","ENSG00000271095"
"1695","ENSG00000270479"
"1696","ENSG00000269662"
"1697","ENSG00000271225"
"1698","ENSG00000268058"
"1699","ENSG00000248302"
"1700","ENSG00000223974"
"1701","ENSG00000260571"
"1702","ENSG00000269431"
"1703","ENSG00000270325"
"1704","ENSG00000163141"
"1705","ENSG00000144857"
"1706","ENSG00000145919"
"1707","ENSG00000038219"
"1708","ENSG00000176720"
"1709","ENSG00000178096"
"1710","ENSG00000183336"
"1711","ENSG00000169627"
"1712","ENSG00000271161"
"1713","ENSG00000163170"
"1714","ENSG00000152430"
"1715","ENSG00000261236"
"1716","ENSG00000136122"
"1717","ENSG00000280689"
"1718","ENSG00000196544"
"1719","ENSG00000166275"
"1720","ENSG00000270316"
"1721","ENSG00000254901"
"1722","ENSG00000064489"
"1723","ENSG00000172331"
"1724","ENSG00000137274"
"1725","ENSG00000101425"
"1726","ENSG00000198183"
"1727","ENSG00000131050"
"1728","ENSG00000131059"
"1729","ENSG00000183566"
"1730","ENSG00000125999"
"1731","ENSG00000078898"
"1732","ENSG00000186191"
"1733","ENSG00000125997"
"1734","ENSG00000184459"
"1735","ENSG00000162813"
"1736","ENSG00000171634"
"1737","ENSG00000157764"
"1738","ENSG00000224775"
"1739","ENSG00000089234"
"1740","ENSG00000106009"
"1741","ENSG00000012048"
"1742","ENSG00000139618"
"1743","ENSG00000185515"
"1744","ENSG00000251667"
"1745","ENSG00000100425"
"1746","ENSG00000234704"
"1747","ENSG00000169925"
"1748","ENSG00000141867"
"1749","ENSG00000166164"
"1750","ENSG00000184100"
"1751","ENSG00000218676"
"1752","ENSG00000112983"
"1753","ENSG00000028310"
"1754","ENSG00000137948"
"1755","ENSG00000185024"
"1756","ENSG00000104221"
"1757","ENSG00000164713"
"1758","ENSG00000184992"
"1759","ENSG00000269136"
"1760","ENSG00000182685"
"1761","ENSG00000078725"
"1762","ENSG00000198797"
"1763","ENSG00000162670"
"1764","ENSG00000136492"
"1765","ENSG00000113460"
"1766","ENSG00000254999"
"1767","ENSG00000174744"
"1768","ENSG00000100916"
"1769","ENSG00000162819"
"1770","ENSG00000156983"
"1771","ENSG00000096070"
"1772","ENSG00000102239"
"1773","ENSG00000160469"
"1774","ENSG00000291428"
"1775","ENSG00000185658"
"1776","ENSG00000165288"
"1777","ENSG00000168000"
"1778","ENSG00000160058"
"1779","ENSG00000172270"
"1780","ENSG00000164061"
"1781","ENSG00000162399"
"1782","ENSG00000119411"
"1783","ENSG00000109743"
"1784","ENSG00000130303"
"1785","ENSG00000095564"
"1786","ENSG00000064726"
"1787","ENSG00000148925"
"1788","ENSG00000219433"
"1789","ENSG00000138152"
"1790","ENSG00000204347"
"1791","ENSG00000233436"
"1792","ENSG00000222009"
"1793","ENSG00000133243"
"1794","ENSG00000132640"
"1795","ENSG00000184887"
"1796","ENSG00000229106"
"1797","ENSG00000277222"
"1798","ENSG00000203414"
"1799","ENSG00000189195"
"1800","ENSG00000183826"
"1801","ENSG00000174808"
"1802","ENSG00000169814"
"1803","ENSG00000145741"
"1804","ENSG00000134717"
"1805","ENSG00000213189"
"1806","ENSG00000213003"
"1807","ENSG00000233956"
"1808","ENSG00000219986"
"1809","ENSG00000133639"
"1810","ENSG00000256720"
"1811","ENSG00000159388"
"1812","ENSG00000154640"
"1813","ENSG00000137707"
"1814","ENSG00000010671"
"1815","ENSG00000186265"
"1816","ENSG00000292177"
"1817","ENSG00000292170"
"1818","ENSG00000124508"
"1819","ENSG00000124549"
"1820","ENSG00000026950"
"1821","ENSG00000186470"
"1822","ENSG00000111801"
"1823","ENSG00000275798"
"1824","ENSG00000168903"
"1825","ENSG00000113303"
"1826","ENSG00000165810"
"1827","ENSG00000166167"
"1828","ENSG00000169679"
"1829","ENSG00000156970"
"1830","ENSG00000259288"
"1831","ENSG00000154473"
"1832","ENSG00000137656"
"1833","ENSG00000270689"
"1834","ENSG00000106245"
"1835","ENSG00000112276"
"1836","ENSG00000112578"
"1837","ENSG00000082153"
"1838","ENSG00000198406"
"1839","ENSG00000136261"
"1840","ENSG00000197223"
"1841","ENSG00000231245"
"1842","ENSG00000254965"
"1843","ENSG00000106392"
"1844","ENSG00000288368"
